outer_x,outer_y,outer_z,inner_x,inner_y,inner_z,initial_x,initial_y,initial_z,initial_position
604843.806,5804903.215,3.286870647,604844.5304,5804912.494,2.590383009,604844.1402,5804907.496,2.965558353,0.461332811
604832.9398,5804904.066,3.495918311,604834.3227,5804913.249,2.708520805,604833.6493,5804908.778,3.091941962,0.513051376
604821.7221,5804905.542,3.773513027,604824.022,5804915.239,2.864498105,604822.9756,5804910.827,3.278056498,0.545045907
604810.2121,5804907.879,4.115505109,604813.6698,5804918.164,3.061053249,604812.1908,5804913.764,3.51209342,0.572252502
604798.8243,5804911.364,4.495609964,604803.2486,5804922.217,3.313098277,604801.4131,5804917.715,3.803669321,0.585145614
604787.4317,5804916.205,4.889132698,604793.0194,5804927.122,3.634022914,604790.7924,5804922.771,4.13425071,0.601446975
604776.0775,5804922.636,5.287079249,604783.1112,5804932.74,4.015774742,604780.4943,5804928.981,4.488763691,0.627949779
604765.7014,5804930.599,5.658125797,604773.4041,5804939.584,4.428202027,604770.6752,5804936.401,4.863935193,0.645723191
604755.9446,5804939.474,6.002546334,604763.9476,5804947.386,4.836983435,604761.5037,5804944.97,5.192919315,0.694623078
604746.785,5804949.467,6.327204493,604755.1685,5804956.275,5.208349459,604753.0114,5804954.523,5.496233306,0.742697445
604738.2696,5804960.358,6.587799229,604747.3035,5804966.358,5.516727609,604745.2596,5804965,5.759050881,0.773756348
604731.2574,5804972.511,6.775347407,604740.6158,5804977.547,5.741405101,604738.4887,5804976.402,5.976421502,0.77269873
604725.6595,5804985.816,6.880331851,604735.1992,5804989.553,5.869268903,604732.8515,5804988.633,6.118080652,0.753910932
604721.1608,5804999.578,6.931421603,604730.9825,5805002.352,5.92808559,604728.4177,5805001.627,6.19008728,0.738869634
604717.7978,5805013.854,6.947152147,604727.6968,5805015.721,5.972799639,604725.231,5805015.256,6.215509685,0.750901743
604715.4838,5805028.751,6.964287159,604725.7734,5805029.562,6.024700628,604723.3836,5805029.373,6.242918549,0.76775134
604715.1264,5805044.061,6.939225343,604725.4789,5805043.821,6.074113891,604722.9068,5805043.88,6.289050787,0.751550303
604716.564,5805059.489,6.828726161,604726.8253,5805058.32,6.07897906,604723.8613,5805058.657,6.295548836,0.711142881
604719.6579,5805074.921,6.678283179,604729.4539,5805072.931,6.05748497,604726.2537,5805073.581,6.260287352,0.673318922
604724.1009,5805090.278,6.551065122,604734.1708,5805087.317,6.047646999,604729.9635,5805088.554,6.257979131,0.582192075
604729.4103,5805105.371,6.453700965,604739.4583,5805101.982,6.046090505,604734.6931,5805103.589,6.239398936,0.525751881
604735.3045,5805120.492,6.361225123,604745.0664,5805116.939,6.045275002,604740.0955,5805118.748,6.206162307,0.490782811
604741.3016,5805135.879,6.223169876,604750.8056,5805132.244,6.034568507,604745.8359,5805134.145,6.133190297,0.477088615
604747.3923,5805151.508,6.091604322,604756.6969,5805147.955,6.012510534,604751.8213,5805149.817,6.05395606,0.475995041
604753.6034,5805167.445,6.002537355,604762.7883,5805163.961,5.968961152,604757.924,5805165.807,5.986742926,0.470405888
604759.9363,5805183.697,5.924275329,604769.0695,5805180.256,5.88725763,604764.0912,5805182.132,5.907435188,0.4549223
604766.391,5805200.26,5.831447846,604775.4729,5805196.868,5.784762505,604770.3343,5805198.787,5.811177321,0.434194661
604772.9715,5805217.145,5.683459336,604781.9986,5805213.798,5.663455016,604776.656,5805215.779,5.675294444,0.408156764
604779.6788,5805234.356,5.519852536,604788.6461,5805231.044,5.528542862,604783.0716,5805233.103,5.523140527,0.3783542
604786.5127,5805251.891,5.355562066,604795.4168,5805248.607,5.379461238,604789.5626,5805250.766,5.363748179,0.342529606
604793.4697,5805269.742,5.228445547,604802.3074,5805266.483,5.246816944,604796.2333,5805268.723,5.234190381,0.312706335
604800.2347,5805287.102,5.137543426,604808.9436,5805283.7,5.156146928,604802.872,5805286.071,5.143177093,0.302828338
604807.4187,5805305.535,5.103568791,604816.0595,5805302.16,5.118221863,604810.0803,5805304.496,5.10808235,0.308028523
604814.7117,5805324.249,5.103532023,604823.3621,5805320.87,5.118541348,604817.3945,5805323.201,5.108186866,0.310130079
604822.1086,5805343.232,5.106955281,604830.7829,5805339.844,5.116148374,604824.804,5805342.179,5.109811859,0.310731014
604829.6094,5805362.477,5.094589584,604838.3065,5805359.081,5.110173524,604832.319,5805361.419,5.0994447,0.311546139
