outer_x,outer_y,outer_z,inner_x2,inner_y3,inner_z4
383817.9093,5846552.432,0,383836.6339,5846549.229,0
383818.5336,5846554.511,0,383836.9934,5846550.697,0
383819.1604,5846556.597,0,383837.3509,5846552.157,0
383819.7901,5846558.693,0,383837.7149,5846553.644,0
383820.4213,5846560.794,0,383838.2968,5846555.067,0
383821.1865,5846562.844,0,383838.9001,5846556.503,0
383822.3082,5846564.721,0,383839.5125,5846557.961,0
383823.4206,5846566.583,0,383840.1349,5846559.443,0
383824.5265,5846568.434,0,383840.982,5846560.806,0
383825.6305,5846570.281,0,383841.832,5846562.159,0
383826.7365,5846572.132,0,383842.6821,5846563.513,0
383827.8461,5846573.989,0,383843.6094,5846564.816,0
383828.9609,5846575.854,0,383844.6879,5846566.002,0
383830.3478,5846577.519,0,383845.764,5846567.186,0
383831.8618,5846579.071,0,383846.8405,5846568.37,0
383833.3686,5846580.615,0,383847.9211,5846569.559,0
383834.8706,5846582.154,0,383849.012,5846570.756,0
383836.3693,5846583.69,0,383850.3061,5846571.759,0
383837.8668,5846585.225,0,383851.6023,5846572.763,0
383839.3658,5846586.761,0,383852.9029,5846573.771,0
383840.8682,5846588.301,0,383854.2823,5846574.693,0
383842.6491,5846589.499,0,383855.7461,5846575.508,0
383844.4235,5846590.684,0,383857.2106,5846576.325,0
383846.1898,5846591.864,0,383858.6938,5846577.151,0
383847.9449,5846593.036,0,383860.2181,5846578.001,0
383849.684,5846594.198,0,383861.8995,5846578.593,0
383851.4236,5846595.36,0,383863.5459,5846579.067,0
383853.1867,5846596.537,0,383865.0484,5846579.5,0
383854.9896,5846597.741,0,383866.3107,5846579.864,0
383857.0047,5846598.718,0,383867.0608,5846580.08,0
383859.2579,5846599.544,0,383867.5754,5846580.245,0
383861.5673,5846600.391,0,383868.6443,5846580.654,0
383863.7172,5846601.179,0,383870.2462,5846581.266,0
383865.7599,5846601.676,0,383871.9822,5846581.93,0
383867.7842,5846602.043,0,383873.771,5846582.615,0
383869.7903,5846602.406,0,383875.5838,5846583.308,0
383871.7886,5846602.768,0,383877.4192,5846584.01,0
383873.7796,5846603.129,0,383879.2762,5846584.721,0
383875.7633,5846603.488,0,383881.1458,5846585.436,0
383877.7427,5846603.847,0,383883.0231,5846586.154,0
383879.7197,5846604.205,0,383884.914,5846586.818,0
383881.6957,5846604.563,0,383886.8491,5846587.256,0
383883.6707,5846604.92,0,383888.7888,5846587.696,0
383885.6438,5846605.278,0,383890.732,5846588.137,0
383887.6158,5846605.635,0,383892.6769,5846588.578,0
383889.5904,5846605.972,0,383894.6229,5846589.02,0
383891.5647,5846606.309,0,383896.5574,5846589.535,0
383893.5383,5846606.646,0,383898.478,5846590.139,0
383895.5113,5846606.983,0,383900.3994,5846590.743,0
383897.484,5846607.32,0,383902.3215,5846591.348,0
383899.4565,5846607.657,0,383904.2444,5846591.952,0
383901.4286,5846607.994,0,383906.1678,5846592.557,0
383903.4005,5846608.331,0,383908.0915,5846593.162,0
383905.3723,5846608.668,0,383910.0155,5846593.767,0
383907.344,5846609.005,0,383911.9396,5846594.372,0
383909.3156,5846609.341,0,383913.8639,5846594.977,0
383911.2871,5846609.678,0,383915.8021,5846595.504,0
383913.2586,5846610.015,0,383917.7411,5846596.026,0
383915.2301,5846610.352,0,383920.1205,5846596.741,0
383916.9522,5846610.646,0,383920.6273,5846596.836,0
